quesId	Q_Id	prompt.Domain	prompt.Elicitation Method	prompt.Target	prompt.content.English-Latin.text.000000.startindex	prompt.content.English-Latin.text.000000.endindex	prompt.content.English-Latin.text.000000.textspan.Latin	prompt.content.Hindi-Devanagari.text.000000.startindex	prompt.content.Hindi-Devanagari.text.000000.endindex	prompt.content.Hindi-Devanagari.text.000000.textspan.Devanagari
	CL23	[General]	Translation	[Classifier]			My neighbour bought a herd of cows. 			मेरे पड़ोसी ने गायों का झुंड खरीदा।
	CL24	[General]	Translation	[Classifier]			How many men will eat the rice?			कितने आदमी चावल खायेंगे?
	CL25	[General]	Translation	[Classifier]			How many ropes do you have?			आपके पास कितनी रस्सियाँ हैं?
	CL26	[General]	Translation	[Classifier]			How many stones do you need?			आपको कितने पत्थरों की आवश्यकता है?
	Pos1	[General]	Translation	[Possession]			I cut my finger. 			मैंने अपनी ऊंगली काट ली।
	Pos2	[General]	Translation	[Possession]			His head is aching. 			उसका सिर दर्द कर रहा है।
	Pos3	[General]	Translation	[Possession]			Call your mother. 			अपनी मां को बुलाओ।
	Pos4	[General]	Translation	[Possession]			Bring me some leaves. 			मेरे लिए कुछ पत्ते लाओ।
	Pos5	[General]	Translation	[Possession]			The leaves of the tree are falling. 			पेड़ के पत्ते झड़ रहे हैं।
	Pos6	[General]	Translation	[Possession]			Leaves are falling from the tree.			पेड़ से पत्ते गिर रहे हैं।
	Pos7	[General]	Translation	[Possession]			He broke my pencil.			उसने मेरी पेंसिल तोड़ दी।
	Pos8	[General]	Translation	[Possession]			Ring is worn on the finger. 			अंगूठी अंगुली में पहनी जाती है।
	Pos9	[General]	Translation	[Possession]			A piece of roti is in the plate. 			थाली में रोटी का एक टुकड़ा है।
	Pos10	[General]	Translation	[Possession]			The money is in his jacket pocket. 			पैसा उसकी जैकेट की जेब में है।
	Pos11	[General]	Translation	[Possession]			The leg of that chair is broken. 			उस कुर्सी का पैर टूट गया है।
	TAM1	[General]	Translation	[TAM]			He is a teacher.			वह एक शिक्षक है।
	TAM2	[General]	Translation	[TAM]			He is in the house.			वह घर में है।
	TAM3	[General]	Translation	[TAM]			I like rice.			मुझे चावल पसंद है।
	TAM4	[General]	Translation	[TAM]			They speak Magar.			वे मगर बोलते हैं।
	TAM5	[General]	Translation	[TAM]			The sun rises in the east.			सूरज पूरब में उगता है।
	TAM6	[General]	Translation	[TAM]			I always go to work at 8 o'clock.			मैं हमेशा 8 बजे काम पर जाता हूं।
	TAM7	[General]	Translation	[TAM]			I am eating food.			मै खाना खा रहा हूं।
	TAM8	[General]	Translation	[TAM]			She is making tea.			वह चाय बना रही है।
	TAM9	[General]	Translation	[TAM]			The child is going to the school.			बच्चा स्कूल जा रहा है।
	TAM10	[General]	Translation	[TAM]			They are cutting bamboo now.			वे अब बांस काट रहे हैं।
	TAM11a	[General]	Translation	[TAM]			He has taken his meal.			उसने अपना भोजन ले लिया है।
	TAM11b	[General]	Translation	[TAM]			He has eaten his meal.			उसने अपना भोजन खा लिया है।
	TAM12	[General]	Translation	[TAM]			They have gone to the market (still in the market).			वे बाजार गए हैं (अभी भी बाजार में हैं)।
	TAM13	[General]	Translation	[TAM]			The boy has slept (still sleeping).			लड़का सो गया है (अभी भी सो रहा है)।
	TAM14	[General]	Translation	[TAM]			Mihir ran.			मिहिर भाग गया।
	TAM15	[General]	Translation	[TAM]			Samir left home.			समीर घर से निकल गया।
	TAM16	[General]	Translation	[TAM]			I ate rice.			मैंने चावल खाए।
	TAM17	[General]	Translation	[TAM]			Man Bahadur has just gone (out) from the house 			मान बहादुर अभी-अभी घर से बाहर गया है
	TAM18	[General]	Translation	[TAM]			Tilak left his home yesterday.			तिलक ने कल अपना घर छोड़ दिया।
	TAM19	[General]	Translation	[TAM]			He opened the box two days back.			उसने दो दिन पहले बॉक्स खोला था।
	TAM20	[General]	Translation	[TAM]			They were sleeping.			वे सो रहे थे।
	TAM21	[General]	Translation	[TAM]			Bishnu was cooking food.			बिष्णु खाना बना रहा था।
	TAM22	[General]	Translation	[TAM]			She was washing clothes.			वह कपड़े धो रही थी।
	TAM23	[General]	Translation	[TAM]			She had slept.			वह सो चुकी थी।
	TAM24	[General]	Translation	[TAM]			Yesterday they had caught the thief.			कल उन्होंने चोर को पकड़ लिया था।
	TAM25	[General]	Translation	[TAM]			Last year it had rained in October.			पिछले साल अक्टूबर में बारिश हुई थी।
	TAM26	[General]	Translation	[TAM]			They used to sing every day.			वे रोज गाते थे।
	TAM27	[General]	Translation	[TAM]			I will go to Manali tomorrow.			मैं कल मनाली जाऊंगा।
	TAM28	[General]	Translation	[TAM]			He will sing at noon.			वह दोपहर में गाएगा।
	TAM29	[General]	Translation	[TAM]			Tomorrow he will eat rice at night.			कल रात को वह चावल खायेगा।
	TAM30	[General]	Translation	[TAM]			I will be getting job next year.			मुझे अगले साल नौकरी मिल जाएगी।
	TAM31	[General]	Translation	[TAM]			By this time tomorrow, she would have reached Mysore.			कल इस समय तक वह मैसूर पहुंच चुकी होगी।
	TAM32	[General]	Translation	[TAM]			If Nimo was alive, he would have been married to Miro.			अगर, निमो जिंदा होता तो उसकी शादी मिरो से कर दी जाती।
